scenario,day_key,day,case,axis,variation,vre_share,vre_scale_factor,vre_share_annual,vre_share_day,vpl_mwh,vpl_mode,dc_flex,window_scale,reserve_from_flex,load_mwh,solver,mip_gap,time_milp_s,time_lp_s,objective_milp,cost_total,cost_fuel,cost_startup,cost_shutdown,cost_curtail_penalty,cost_migration,cost_degradation,cost_other,vre_available_mwh,vre_dispatched_mwh,curtailment_mwh,curtailment_pct,startups_total,startups_coal,startups_ng,startups_nuclear,startups_oil,frus_mean_mw,frds_mean_mw,frus_system_mean_mw,frds_system_mean_mw,pmin_mwh,pmin_unit_hours,online_unit_hours,corridor_limit_mw,corridor_flow_mean_mw,corridor_flow_max_mw,corridor_congested_hours,corridor_utilization,lmp_up_mean,lmp_down_mean,lmp_spread_mean,lmp_spread_max,lmp_spread_congested_mean,vpl_virtual_capacity_mw,vpl_virtual_mwh,vpl_cycles_up,vpl_cycles_down,vpl_throughput_mwh,vpl_hours_vtl,vpl_hours_arbitrage,vdc_energy_it_mwh,vdc_energy_elec_mwh,vdc_spatial_shift_mwh,vdc_spatial_shift_pct,vdc_temporal_shift_mwh,vdc_temporal_shift_pct,vdc_mean_delay_h,vdc_completion_min,vdc_site_cap_violation_mw,co2_t,co2_t_coal,co2_t_ng,co2_t_nuclear,co2_t_oil,gen_mwh_csp,gen_mwh_coal,gen_mwh_gas_cc,gen_mwh_gas_ct,gen_mwh_hydro,gen_mwh_nuclear,gen_mwh_oil_ct,gen_mwh_oil_st,gen_mwh_solar_pv,gen_mwh_solar_rtpv,gen_mwh_wind
spring_wind__A__f02,spring_wind,2020-03-12,A,dc_flex,f02,0.5,1.2511,0.5,1.1455,800.0,emergent,0.2,1.0,False,113646.58580752116,gurobi,0.0004946413761598,57.5,3.5,709203.8850003383,709203.8860866756,659993.2094752368,56559.085044,0.0,-7348.408432562224,0.0,0.0,1.0477378964424131e-09,115087.28689521314,73484.08432562224,41603.2025695909,36.14926000251494,11.0,0.0,2.0,0.0,9.0,56.67207404458535,20.13094710345091,781.6023545315729,277.6393121350938,18802.0,241,331,500.0,469.02618896322434,500.0,13,0.9380523779264488,9.454772988711818,14.139748759354596,4.684975770642779,22.82802967978951,10.082782961756909,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,21652.746066850323,19781.13262990121,1760.3543590969543,0.0,111.25907785216,1768.601628451879,19982.47534008238,4562.868151159872,0.0,6037.0,9536.0,136.0,0.0,11787.522798399696,3657.050873121865,56270.9090256488
spring_wind__A__f08,spring_wind,2020-03-12,A,dc_flex,f08,0.5,1.2511,0.5,1.1455,800.0,emergent,0.8,1.0,False,109969.36178615998,gurobi,0.0004842395104079,72.7,6.8,662345.9148023351,662345.9148023354,613142.4107370566,56352.097044,0.0,-7148.592978722048,0.0,0.0,8.14907252788543e-10,115087.28689521314,71485.92978722048,43601.35710799266,37.885467877691525,7.0,0.0,2.0,0.0,5.0,60.45414784590703,20.918454893819,735.5254654585356,254.50786787479785,18706.0,214,292,500.0,477.02541800885575,500.0,16,0.9540508360177116,7.5512291513540895,13.974781321591244,6.423552170237154,23.01464486261848,10.494780296408974,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,20163.09465143572,18489.604448194383,1616.0551504310856,0.0,57.43505281024,1470.4540183509123,18741.65677765179,4182.532051343358,0.0,6037.0,9532.0,72.0,0.0,11278.956253721017,4613.646085889337,54122.87342925921
spring_wind__A__hist,spring_wind,2020-03-12,A,history,hist,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0012021155737858,1871.5,17.7,673618.0908782387,673618.0920266818,573795.5537246376,107418.731274,0.0,-7596.192971954941,0.0,0.0,-9.313225746154783e-10,115087.28689521314,75961.92971954939,39125.35717566374,33.99624600698714,21.0,1.0,5.0,0.0,15.0,59.83823141605818,32.841165568866444,496.1586688248157,272.307997841851,14250.0,121,199,500.0,481.5130413762742,500.0,17,0.9630260827525484,12.777011142221497,21.41396477917607,8.636953636954571,22.828029679789505,12.523590819799654,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,15966.596356419865,13352.66929482155,2465.6394907055155,0.0,148.2875708928,2190.374801796648,13604.048100170112,6377.158593754462,174.18525427984775,6037.0,9532.0,184.0,0.0,14354.26362615975,6358.317257922722,53058.974033670274
spring_wind__A__native,spring_wind,2020-03-12,A,baseline,native,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,False,111807.97379535332,gurobi,0.000476145627413,7.7,1.1,671491.1941266186,671491.1941266194,622473.9208598832,56300.350044,0.0,-7283.076777263899,0.0,0.0,1.1641532182693479e-10,115087.28689521314,72830.76777263901,42256.51912257414,36.71693048168618,6.0,0.0,2.0,0.0,4.0,61.44818885109335,19.20262548115421,786.024749053569,245.63358427976428,19670.0,231,307,500.0,463.5808330959032,500.0,15,0.9271616661918064,7.628328414569836,14.377751814345814,6.7494233997759805,24.079341858324184,11.91388093711098,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,20543.614710243844,18808.3782923123,1709.6323470144237,0.0,25.60407091712,1630.366637010279,19019.40955246008,4431.796470254267,0.0,6037.0,9532.0,32.0,0.0,12910.816104157324,3516.550547767646,54773.03448370376
spring_wind__A__prevday,spring_wind_prev,2020-03-11,A,history,prevday,0.5,1.2511,0.5,1.1278,800.0,emergent,0.5,1.0,False,110985.11114140353,gurobi,3.427828746578708e-05,134.0,17.5,692645.0224547279,692645.022454728,643174.3063011802,56610.832044,0.0,-7140.115890452745,0.0,0.0,5.820766091346741e-10,112380.3536884068,71401.15890452743,40979.19478387935,36.46473199176876,12.0,0.0,2.0,0.0,10.0,60.45798533400801,17.678184878757946,828.7782156203598,242.3384510463069,19904.0,250,329,500.0,462.6780910159648,500.0,17,0.9253561820319296,7.755154639092484,14.409057673249658,6.653903034157175,23.01464486261848,9.541233293342527,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,21079.19428264063,19225.122334303644,1788.1549428509084,0.0,65.91700548608,2199.3825117423503,19334.420180728324,4657.70264438304,0.0,6073.799999999999,9532.0,80.0,0.0,13534.890529033555,6496.573409888322,49170.31245386321
spring_wind__A__vre30,spring_wind,2020-03-12,A,vre_share,vre30,0.3,0.7506,0.3,0.6873,800.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0002956841152171,11.2,1.8,977059.3544806398,977059.3544806404,898687.0750685586,84450.525066,0.0,-6078.245653918806,0.0,0.0,8.14907252788543e-10,69052.37213712788,60782.45653918806,8269.915597939826,11.976294719487676,9.0,0.0,3.0,0.0,6.0,56.99250729256525,31.59313100530709,892.8826142501889,494.9590524164777,17726.0,231,376,500.0,320.81587945879613,500.0,5,0.6416317589175923,16.275717635885517,16.709114166340868,0.4333965304553485,22.973909447966065,8.961687773539103,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,31689.19612536176,29423.706862149364,2214.281121378151,0.0,51.20814183424,1314.2248810779884,29423.59464528888,5981.422612706583,0.0,6037.0,9572.0,64.0,0.0,10347.407714648309,4781.892953175245,44338.93099028651
spring_wind__A__vre70,spring_wind,2020-03-12,A,vre_share,vre70,0.7,1.7515,0.7,1.6036,800.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0004720918285419,15.3,1.8,634577.8866910952,634577.8866910946,585685.4647521119,56352.097044,0.0,-7459.675105017106,0.0,0.0,-2.3283064365386963e-10,161122.20165329837,74596.75105017105,86525.45060312732,53.70175538521512,7.0,0.0,2.0,0.0,5.0,60.60525750995856,17.16074249004144,757.5657188744821,214.509281125518,20144.0,236,300,500.0,471.3499494090136,500.0,16,0.9426998988180272,8.131177286403448,15.068659274978172,6.937481988574722,23.251150497036463,11.167607292166846,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,18949.61858169609,17284.572513357758,1607.6110155280935,0.0,57.43505281024,1650.060489110028,17466.157739292346,4206.438856597827,0.0,6037.0,9519.626151122258,72.0,0.0,13789.119039873152,4107.921795762769,55049.6497254251
spring_wind__A__w05,spring_wind,2020-03-12,A,window_scale,w05,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,0.5,False,110223.40384372488,gurobi,0.0003049282251869,28.6,5.3,664070.0549742287,664070.0549742284,614888.850759186,56352.097044,0.0,-7170.892828957741,0.0,0.0,1.1641532182693479e-10,115087.28689521314,71708.92828957741,43378.35860563574,37.69170320708984,7.0,0.0,2.0,0.0,5.0,60.34075656315343,21.0318461765726,734.1458715183667,255.88746181496663,18582.0,212,292,500.0,472.7199024788158,500.0,13,0.9454398049576316,8.034230265206299,13.958598158291172,5.924367893084871,23.01464486261848,11.989616163788028,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,20222.279995621942,18540.205443386247,1624.63949942546,0.0,57.43505281024,1478.227868214377,18753.941115680063,4203.357967879134,0.0,6037.0,9532.0,72.0,0.0,11099.772561840364,4132.993144550566,54997.9347149721
spring_wind__A__w20,spring_wind,2020-03-12,A,window_scale,w20,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,2.0,False,111721.49703299702,gurobi,0.0004977069101934,100.6,5.9,684360.5078649553,684360.5097613591,635236.9447075909,56352.097044,0.0,-7228.531990232885,0.0,0.0,1.164153218269348e-09,115087.28689521314,72285.31990232885,42801.96699288429,37.19087324723837,7.0,0.0,2.0,0.0,5.0,58.55809314260341,20.23174812723786,768.5749724966698,265.5416941699969,19062.0,228,315,500.0,468.69940979436177,500.0,16,0.9373988195887236,8.779577934494895,14.01591436149152,5.236336426996627,23.01464486261848,8.366739603365515,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,21128.51460355296,19441.762029673573,1629.317521069148,0.0,57.43505281024,1908.5067997417152,19663.91428069744,4215.086379382491,0.0,6037.0,9532.0,72.0,0.0,12108.947242928423,2909.7097591012416,55358.15610055746
spring_wind__B__base,spring_wind,2020-03-12,B,base,base,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0004957099322624,15.5,2.0,611280.1437628858,611280.1437628847,587016.9134460026,28357.163022,0.0,-7450.089245780826,0.0,3356.1565406627587,1.1641532182693479e-10,115087.28689521314,74500.89245780825,40586.39443740489,35.26574961694836,7.0,0.0,1.0,0.0,6.0,57.97411414150086,20.386563824600834,712.5984863226148,250.58484701071865,18468.0,215,295,500.0,449.6744058604897,500.0,16,0.8993488117209794,11.415480832329644,16.808380555757605,5.392899723427959,22.451744767500003,9.40000806508272,10.625000000000002,170.00000000000003,0.9631433921849352,1.1344544457292889,1678.0782703313794,,,0.0,0.0,0.0,,0.0,,,,0.0,20082.79894599165,18919.285808484816,1086.4132385653984,0.0,77.09989894144,1597.7851467037835,19132.036328257247,2890.0,0.0,6037.0,9532.0,96.0,0.0,12439.988279287056,4458.006519115772,56005.11251270164
spring_wind__B__dedicated,spring_wind,2020-03-12,B,vpl_mode,dedicated,0.5,1.2511,0.5,1.1455,800.0,dedicated,0.5,1.0,False,111807.97379718351,gurobi,0.0001323221194289,13.9,2.0,650736.0199470065,650736.0199470054,622390.0568053533,34177.63845,0.0,-7327.955400551334,0.0,1496.2800922033744,1.1641532182693479e-10,115087.28689521314,73279.55400551333,41807.73288969981,36.32697756422541,11.0,0.0,2.0,0.0,9.0,55.22126369601279,19.316773113803155,750.0888318708404,262.3861681291596,17976.0,237,326,500.0,461.61496293683336,500.0,17,0.9232299258736668,14.198928536747658,20.002438888188312,5.803510351440655,23.01464486261848,7.972111594413665,1.5582401868705045,26.49008317679857,0.0,0.935175057627109,748.1400461016872,14.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,20979.946824918723,19566.656690102933,1295.701960781875,0.0,117.58817403392,2190.374801796648,19788.760917055988,3160.3228689651214,78.18424907871874,6037.0,9536.0,144.0,0.0,12560.023665618704,5965.740483293827,52563.41505480415
spring_wind__B__explicit,spring_wind,2020-03-12,B,vpl_mode,explicit,0.5,1.2511,0.5,1.1455,800.0,explicit,0.5,1.0,False,111807.97379718351,gurobi,0.0004986919068729,99.2,3.0,636185.4312394784,636185.431239478,584392.1479150621,56403.844044,0.0,-7490.993248375757,0.0,2880.432528791809,-2.3283064365386963e-10,115087.28689521314,74909.93248375757,40177.35441145557,34.91033240538289,8.0,0.0,2.0,0.0,6.0,62.67699346165335,23.74514092569842,660.7199727415958,250.3133605917375,17448.0,177,253,500.0,468.3456698018651,500.0,17,0.9366913396037302,8.128775346223327,15.668721519416792,7.539946173193464,22.827715355713288,11.539444198429903,7.151610242847181,121.57737412840208,0.6658158847655917,1.1344544457292889,1440.2162643959043,8.0,14.0,0.0,0.0,0.0,,0.0,,,,0.0,18812.265281306485,17141.694763954307,1593.470618410744,0.0,77.09989894144,2058.1377497876806,17390.59999611682,4172.920658084882,0.0,6037.0,9532.0,96.0,0.0,11914.472414900803,3902.77899217932,57034.54332688977
spring_wind__B__f02,spring_wind,2020-03-12,B,dc_flex,f02,0.5,1.2511,0.5,1.1455,800.0,emergent,0.2,1.0,False,113646.58580752116,gurobi,0.0004617717868599,129.3,4.2,634987.8473220645,634987.847322064,610718.5526792139,28408.910022,0.0,-7550.641009965099,0.0,3411.0256308153366,-1.1641532182693479e-10,115087.28689521314,75506.41009965098,39580.87679556215,34.39204960283798,8.0,0.0,1.0,0.0,7.0,56.49972536541222,19.3197103712649,750.9755163152707,256.7911503513959,18994.0,239,319,500.0,474.4256588945418,500.0,15,0.9488513177890836,8.173471026915925,14.2646146813371,6.0911436544211774,22.451744767500003,9.537974303670715,12.268162956038427,184.0224443405764,0.9974365735302966,1.1344544457292889,1705.5128154076683,,,0.0,0.0,0.0,,0.0,,,,0.0,20937.54857674262,19689.722166844906,1163.868199916277,0.0,83.95820998144,2072.5342225581808,19919.649045902457,2941.338562531044,0.0,6037.0,9532.0,104.0,0.0,11687.856863550242,5702.8368457965535,56043.18216774602
spring_wind__B__f08,spring_wind,2020-03-12,B,dc_flex,f08,0.5,1.2511,0.5,1.1455,800.0,emergent,0.8,1.0,False,109969.36178615998,gurobi,0.000390962134779,39.2,5.5,588156.0792460024,588156.0792460014,563814.6862778616,28408.910022,0.0,-7362.134049674218,0.0,3294.616995814502,-3.4924596548080444e-10,115087.28689521314,73621.34049674217,41465.94639847097,36.0299973325687,8.0,0.0,1.0,0.0,7.0,59.87953388022045,21.299063905757404,676.1397367308226,240.50192993584403,17778.0,196,271,500.0,445.6289594753048,500.0,15,0.8912579189506096,9.628311082804965,15.061133777635012,5.432822694830048,22.451744767500003,10.026675269421569,11.333333333333336,170.00000000000003,0.9246811766547748,1.1344544457292889,1647.308497907251,,,0.0,0.0,0.0,,0.0,,,,0.0,19071.427266762614,17914.198809708898,1086.4132385653984,0.0,70.81521848832,2190.374801796648,18168.046318460256,2890.0,0.0,6037.0,9532.0,88.0,0.0,10481.562361141656,5302.022141033093,55647.38119277078
spring_wind__B__hist,spring_wind,2020-03-12,B,history,hist,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0003519336917256,61.6,3.7,593013.974983636,593013.9749836387,524061.0769862406,73344.586824,0.0,-7782.712585752811,0.0,3391.023759152341,-1.3969838619232178e-09,115087.28689521314,77827.12585752811,37260.16103768504,32.375566444285354,12.0,1.0,3.0,0.0,8.0,59.39613748775975,34.520346028723765,450.420709282178,261.77929071782194,14238.0,109,182,500.0,495.21681297641,500.0,23,0.99043362595282,16.14579605533801,29.55223946465888,13.406443409320872,47.72494069918096,13.945788783927288,33.59019839172455,772.5745630096646,0.9817171999788434,1.1376726494913698,1695.5118795761705,,,0.0,0.0,0.0,,0.0,,,,0.0,15510.926793568697,13611.125564553047,1802.225679171166,0.0,97.57554984448,2184.0501364241763,13917.831345353596,4565.708222357354,192.280534005483,6037.0,9524.882875511292,120.0,0.0,14767.49320375959,7016.763417219776,53858.819100124565
spring_wind__B__native,spring_wind,2020-03-12,B,baseline,native,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,False,111807.97379535332,gurobi,0.0004724821448045,33.9,1.2,597392.3801535345,597392.3804531385,573256.4152683013,28357.163022,0.0,-7511.4520634956925,0.0,3290.2542263337245,-8.14907252788543e-10,115087.28689521314,75114.52063495693,39972.76626025621,34.73256459390808,7.0,0.0,1.0,0.0,6.0,60.155552841275735,19.417269458375845,719.3601527269221,232.1981806064111,18568.0,218,287,500.0,487.2898213420357,500.0,18,0.9745796426840716,5.902862559249152,13.16968804022047,7.266825480971318,22.451744767500003,9.515738862290696,18.55002493744147,333.90044887394646,0.921954445729289,1.1344544457292889,1645.1271131668625,,,0.0,0.0,0.0,,0.0,,,,0.0,19474.3899093942,18280.066835375303,1143.114932184659,0.0,51.20814183424,2125.7784454059647,18538.756334553866,2890.0,0.0,6037.0,9532.0,64.0,0.0,12540.052401035366,4582.86691321672,55865.82287529887
spring_wind__B__reson,spring_wind,2020-03-12,B,reserve_from_flex,reson,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,True,111807.97379718351,gurobi,0.000493150029335,34.1,5.1,610529.28585708,610529.2858616456,586267.2700070973,28357.163022,0.0,-7451.30370811448,0.0,3356.1565406627565,0.0,115087.28689521314,74513.03708114481,40574.24981406833,35.25519708446264,7.0,0.0,1.0,0.0,6.0,56.60448046260037,21.45168392096128,688.6878456283044,260.9954877050289,18114.0,210,292,500.0,446.40983873766646,500.0,14,0.892819677475333,9.082433349509452,13.845881304881535,4.763447955372084,22.451744767500003,10.742866360094537,12.142857142857142,170.0,0.9631433921849342,1.1344544457292889,1678.0782703313782,,,0.0,0.0,0.0,,0.0,,,,0.0,20186.779401872274,19083.8873761243,1025.7921268065345,0.0,77.09989894144,2152.2079989128792,19289.89170492069,2720.0,0.0,6037.0,9532.0,96.0,0.0,12020.518344328251,4700.85930536171,55639.45143254196
spring_wind__B__soc50,spring_wind,2020-03-12,B,soc_initial,soc50,0.5,1.2511,0.5,1.1455,800.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0004947554275027,10.1,1.0,626086.4958094334,626086.4958094335,601900.1124238232,28201.922022,0.0,-7384.3175841967295,0.0,3368.778947806874,1.1641532182693479e-10,115087.28689521314,73843.17584196727,41244.11105324586,35.83724333583308,4.0,0.0,1.0,0.0,3.0,58.41064956579856,18.999574076373968,761.7722214206228,247.78611191271048,19228.0,234,313,500.0,483.2295246008211,500.0,19,0.9664590492016422,9.682003735616396,15.535288113529797,5.853284377913403,21.25681192,7.479080987703183,38.88325148903766,738.7817782917156,0.6269970658938913,1.4784897764854048,1684.389473903437,,,0.0,0.0,0.0,,0.0,,,,0.0,20683.29124840429,19425.93323495232,1225.650698881734,0.0,31.70731457024,1908.4301178717,19642.69317094722,3094.1735149578344,0.0,6037.0,9532.0,40.0,0.0,11481.97903517059,3657.677844944917,56795.08884398008
spring_wind__B__vpl100,spring_wind,2020-03-12,B,vpl_size,vpl100,0.5,1.2511,0.5,1.1455,400.0,emergent,0.5,1.0,False,111807.97379718351,gurobi,0.0003978907177606,24.1,3.9,647738.9163081374,647738.9163081376,619145.8866334715,34229.385449999994,0.0,-7343.682006485201,0.0,1707.3262311516885,-3.4924596548080444e-10,115087.28689521314,73436.820064852,41650.466830361125,36.19032818827664,12.0,0.0,2.0,0.0,10.0,55.33980461992727,19.014183110134088,751.6990127540121,258.27598724598806,18594.0,241,326,500.0,466.82006887796825,500.0,16,0.9336401377559364,10.00482429279735,15.520998035856149,5.516173743058796,22.632931200269443,9.1432820762174,9.116936481358222,145.87098370173155,0.9997033432103214,1.1344544457292889,853.6631155758441,,,0.0,0.0,0.0,,0.0,,,,0.0,20912.796354037244,19534.37460917177,1260.3043559733178,0.0,118.11738889216,1650.022611640658,19753.16047076073,3030.2853298455057,109.17789329747814,6037.0,9532.0,144.0,0.0,11540.173972526602,6036.894663761856,54209.7288169229
spring_wind__B__vpl100_f02,spring_wind,2020-03-12,B,vpl_x_fd,vpl100_f02,0.5,1.2511,0.5,1.1455,400.0,emergent,0.2,1.0,False,113646.58580752116,gurobi,0.0004594166055362,30.7,1.4,671291.8587636512,671291.8587636502,620625.5535478623,56403.844044,0.0,-7506.694102391926,0.0,1769.1552741797684,0.0,115087.28689521314,75066.94102391927,40020.34587129389,34.77390678931581,8.0,0.0,2.0,0.0,6.0,59.78477615526991,22.880012577124457,707.4531845040273,270.7468154959727,17980.0,202,284,500.0,475.9811680286235,500.0,15,0.9519623360572468,8.258501395148324,14.510831976545484,6.252330581397163,22.4517447675,11.400105230231729,5.666666666666668,85.00000000000001,1.0769896469954217,1.1344544457292889,884.5776370898842,,,0.0,0.0,0.0,,0.0,,,,0.0,20199.572488476948,18421.04174866396,1701.4308408715556,0.0,77.09989894144,2063.206989182897,18713.98832711272,4441.935244790626,0.0,6037.0,9532.0,96.0,0.0,11948.432172685829,3752.8946649792138,57302.40719707132
